Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,23,FALSE,,,
1,24,FALSE,,,
2,24,FALSE,,,
3,15,FALSE,,,
4,19,FALSE,,,
5,21,FALSE,,,
6,21,FALSE,,,
7,13,FALSE,,,
8,15,FALSE,,,
9,25,FALSE,,,
10,9,FALSE,,,
11,16,FALSE,,,
12,14,FALSE,,,
13,19,FALSE,,,
14,15,FALSE,,,
15,20,FALSE,,,
16,22,FALSE,,,
17,22,FALSE,,,
18,20,FALSE,,,
19,17,FALSE,,,
20,5,FALSE,,,
21,14,FALSE,,,
22,56,FALSE,,,
23,18,FALSE,,,
24,17,FALSE,,,
25,16,FALSE,,,
26,11,FALSE,,,
27,21,FALSE,,,
28,16,FALSE,,,
29,10,FALSE,,,
30,15,FALSE,,,
31,16,FALSE,,,
32,8,FALSE,,,
33,25,FALSE,,,
34,23,FALSE,,,
35,14,FALSE,,,
36,28,FALSE,,,
37,16,FALSE,,,
38,10,FALSE,,,
39,7,FALSE,,,
40,18,FALSE,,,
41,28,FALSE,,,
42,16,FALSE,,,
43,23,FALSE,,,
44,17,FALSE,,,
45,12,FALSE,,,
46,15,FALSE,,,
47,15,FALSE,,,
48,14,FALSE,,,
49,11,FALSE,,,
50,55,FALSE,,,
51,16,FALSE,,,
52,16,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
53,22,FALSE,,,
54,27,FALSE,,,
55,28,FALSE,,,
56,26,FALSE,,,
57,20,FALSE,,,
58,39,FALSE,,,
59,25,FALSE,,,
60,24,FALSE,,,
61,26,FALSE,,,
62,16,FALSE,,,
63,21,FALSE,,,
64,31,FALSE,,,
65,41,FALSE,,,
66,23,FALSE,,,
67,20,FALSE,,,
68,31,FALSE,,,
69,35,FALSE,,,
70,24,FALSE,,,
71,27,FALSE,,,
72,34,FALSE,,,
73,27,FALSE,,,
74,23,FALSE,,,
75,44,FALSE,,,
76,31,FALSE,,,
77,32,FALSE,,,
78,26,FALSE,,,
79,26,FALSE,,,
80,26,FALSE,,,
81,65,FALSE,,,
82,44,FALSE,,,
83,40,FALSE,,,
84,32,FALSE,,,
85,23,FALSE,,,
86,15,FALSE,,,
87,15,FALSE,,,
88,18,FALSE,,,
89,23,FALSE,,,
90,30,FALSE,,,
91,35,FALSE,,,
92,34,FALSE,,,
93,18,FALSE,,,
94,12,FALSE,,,
95,25,FALSE,,,
96,31,FALSE,,,
97,25,FALSE,,,
98,28,FALSE,,,
99,36,FALSE,,,
100,42,FALSE,,,
101,13,FALSE,,,
102,25,FALSE,,,
103,34,FALSE,,,
104,29,FALSE,,,
105,18,FALSE,,,
106,31,FALSE,,,
107,22,FALSE,,,
108,16,FALSE,,,
109,23,FALSE,,,
110,28,FALSE,,,
111,76,FALSE,,,
112,21,FALSE,,,
113,22,FALSE,,,
114,22,FALSE,,,
115,19,FALSE,,,
116,16,FALSE,,,
117,27,FALSE,,,
118,13,FALSE,,,
119,16,FALSE,,,
