Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,102,FALSE,,,
1,99,FALSE,,,
2,102,FALSE,,,
3,98,FALSE,,,
4,120,FALSE,,,
5,100,FALSE,,,
6,132,FALSE,,,
7,118,FALSE,,,
8,114,FALSE,,,
9,89,FALSE,,,
10,98,FALSE,,,
11,92,FALSE,,,
12,85,FALSE,,,
13,105,FALSE,,,
14,104,FALSE,,,
15,94,FALSE,,,
16,105,FALSE,,,
17,107,FALSE,,,
18,122,FALSE,,,
19,90,FALSE,,,
20,88,FALSE,,,
21,110,FALSE,,,
22,93,FALSE,,,
23,111,FALSE,,,
24,109,FALSE,,,
25,72,FALSE,,,
26,104,FALSE,,,
27,85,FALSE,,,
28,103,FALSE,,,
29,102,FALSE,,,
30,113,FALSE,,,
31,115,FALSE,,,
32,80,FALSE,,,
33,118,FALSE,,,
34,95,FALSE,,,
35,84,FALSE,,,
36,116,FALSE,,,
37,108,FALSE,,,
38,126,FALSE,,,
39,97,FALSE,,,
40,75,FALSE,,,
41,99,FALSE,,,
42,123,FALSE,,,
43,114,FALSE,,,
44,96,FALSE,,,
45,86,FALSE,,,
46,90,FALSE,,,
47,79,FALSE,,,
48,81,FALSE,,,
49,86,FALSE,,,
50,109,FALSE,,,
51,103,FALSE,,,
52,130,FALSE,,,
53,89,FALSE,,,
54,142,FALSE,,,
55,114,FALSE,,,
56,90,FALSE,,,
57,86,FALSE,,,
58,116,FALSE,,,
59,116,FALSE,,,
60,119,TRUE,mean,0.8,"Manual evaluation - media change point"
61,94,FALSE,,,
62,97,FALSE,,,
63,52,FALSE,,,
64,65,FALSE,,,
65,77,FALSE,,,
66,79,FALSE,,,
67,100,FALSE,,,
68,66,FALSE,,,
69,78,FALSE,,,
70,66,FALSE,,,
71,66,FALSE,,,
72,76,FALSE,,,
73,65,FALSE,,,
74,75,FALSE,,,
75,83,FALSE,,,
76,65,FALSE,,,
77,69,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
78,91,FALSE,,,
79,115,FALSE,,,
80,95,FALSE,,,
81,77,FALSE,,,
82,80,FALSE,,,
83,92,FALSE,,,
84,102,FALSE,,,
85,94,FALSE,,,
86,134,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
87,127,FALSE,,,
88,115,FALSE,,,
89,107,FALSE,,,
90,118,FALSE,,,
91,139,FALSE,,,
92,100,FALSE,,,
93,117,FALSE,,,
94,103,FALSE,,,
95,99,FALSE,,,
96,93,FALSE,,,
97,94,FALSE,,,
98,127,FALSE,,,
99,94,FALSE,,,
100,106,FALSE,,,
101,93,FALSE,,,
102,157,FALSE,,,
103,95,FALSE,,,
104,103,FALSE,,,
105,104,FALSE,,,
106,96,FALSE,,,
107,73,FALSE,,,
108,73,FALSE,,,
109,113,FALSE,,,
110,113,FALSE,,,
111,85,FALSE,,,
112,77,FALSE,,,
113,75,FALSE,,,
114,90,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
115,89,FALSE,,,
116,83,FALSE,,,
117,70,FALSE,,,
118,58,FALSE,,,
119,0,FALSE,,,
