Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,251,FALSE,,,
1,232,FALSE,,,
2,263,FALSE,,,
3,266,FALSE,,,
4,280,FALSE,,,
5,266,FALSE,,,
6,312,FALSE,,,
7,293,FALSE,,,
8,300,FALSE,,,
9,268,FALSE,,,
10,243,FALSE,,,
11,307,FALSE,,,
12,318,FALSE,,,
13,280,FALSE,,,
14,278,FALSE,,,
15,279,FALSE,,,
16,296,FALSE,,,
17,271,FALSE,,,
18,283,FALSE,,,
19,264,FALSE,,,
20,253,FALSE,,,
21,281,FALSE,,,
22,297,FALSE,,,
23,266,FALSE,,,
24,296,FALSE,,,
25,255,FALSE,,,
26,336,FALSE,,,
27,241,FALSE,,,
28,280,FALSE,,,
29,315,FALSE,,,
30,285,FALSE,,,
31,276,FALSE,,,
32,259,FALSE,,,
33,331,FALSE,,,
34,340,FALSE,,,
35,326,FALSE,,,
36,364,FALSE,,,
37,341,FALSE,,,
38,319,FALSE,,,
39,339,FALSE,,,
40,367,FALSE,,,
41,304,FALSE,,,
42,352,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
43,314,FALSE,,,
44,281,FALSE,,,
45,287,FALSE,,,
46,251,FALSE,,,
47,244,FALSE,,,
48,258,FALSE,,,
49,227,TRUE,mean,0.8,"Manual evaluation - media change point"
50,283,FALSE,,,
51,260,FALSE,,,
52,291,FALSE,,,
53,278,FALSE,,,
54,271,FALSE,,,
55,255,FALSE,,,
56,242,FALSE,,,
57,281,FALSE,,,
58,261,FALSE,,,
59,265,FALSE,,,
60,253,FALSE,,,
61,237,FALSE,,,
62,236,FALSE,,,
63,183,FALSE,,,
64,200,FALSE,,,
65,190,FALSE,,,
66,173,FALSE,,,
67,218,FALSE,,,
68,213,FALSE,,,
69,192,FALSE,,,
70,162,FALSE,,,
71,158,TRUE,mean,0.8,"Manual evaluation - media change point"
72,171,FALSE,,,
73,179,FALSE,,,
74,210,FALSE,,,
75,198,FALSE,,,
76,156,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
77,167,FALSE,,,
78,189,FALSE,,,
79,208,FALSE,,,
80,181,FALSE,,,
81,217,FALSE,,,
82,195,FALSE,,,
83,187,FALSE,,,
84,208,FALSE,,,
85,205,FALSE,,,
86,245,FALSE,,,
87,201,FALSE,,,
88,232,FALSE,,,
89,244,FALSE,,,
90,299,FALSE,,,
91,235,FALSE,,,
92,232,FALSE,,,
93,297,FALSE,,,
94,265,FALSE,,,
95,240,FALSE,,,
96,233,FALSE,,,
97,220,FALSE,,,
98,318,FALSE,,,
99,223,FALSE,,,
100,279,FALSE,,,
101,262,FALSE,,,
102,268,FALSE,,,
103,271,FALSE,,,
104,277,FALSE,,,
105,274,FALSE,,,
106,233,FALSE,,,
107,253,FALSE,,,
108,219,FALSE,,,
109,254,FALSE,,,
110,247,FALSE,,,
111,249,FALSE,,,
112,259,FALSE,,,
113,222,FALSE,,,
114,210,FALSE,,,
115,245,FALSE,,,
116,272,FALSE,,,
117,292,FALSE,,,
118,240,FALSE,,,
119,0,FALSE,,,
