Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,13,FALSE,,,
1,18,FALSE,,,
2,14,FALSE,,,
3,15,FALSE,,,
4,14,FALSE,,,
5,16,FALSE,,,
6,17,FALSE,,,
7,11,FALSE,,,
8,10,FALSE,,,
9,18,FALSE,,,
10,18,FALSE,,,
11,16,FALSE,,,
12,53,FALSE,,,
13,13,FALSE,,,
14,13,FALSE,,,
15,23,FALSE,,,
16,29,FALSE,,,
17,18,FALSE,,,
18,20,FALSE,,,
19,10,FALSE,,,
20,10,FALSE,,,
21,27,FALSE,,,
22,22,FALSE,,,
23,17,FALSE,,,
24,16,FALSE,,,
25,16,FALSE,,,
26,18,FALSE,,,
27,26,FALSE,,,
28,24,FALSE,,,
29,11,FALSE,,,
30,11,FALSE,,,
31,26,FALSE,,,
32,28,FALSE,,,
33,15,FALSE,,,
34,12,FALSE,,,
35,27,FALSE,,,
36,16,FALSE,,,
37,26,FALSE,,,
38,28,FALSE,,,
39,26,FALSE,,,
40,33,FALSE,,,
41,13,FALSE,,,
42,39,FALSE,,,
43,26,FALSE,,,
44,19,FALSE,,,
45,20,FALSE,,,
46,36,FALSE,,,
47,24,FALSE,,,
48,21,FALSE,,,
49,20,FALSE,,,
50,16,FALSE,,,
51,15,FALSE,,,
52,22,FALSE,,,
53,21,FALSE,,,
54,25,FALSE,,,
55,12,FALSE,,,
56,24,FALSE,,,
57,19,FALSE,,,
58,18,FALSE,,,
59,10,FALSE,,,
60,21,FALSE,,,
61,25,FALSE,,,
62,20,FALSE,,,
63,23,FALSE,,,
64,18,FALSE,,,
65,21,FALSE,,,
66,29,FALSE,,,
67,8,FALSE,,,
68,16,FALSE,,,
69,22,FALSE,,,
70,17,FALSE,,,
71,24,FALSE,,,
72,16,FALSE,,,
73,77,FALSE,,,
74,14,FALSE,,,
75,13,FALSE,,,
76,22,FALSE,,,
77,32,FALSE,,,
78,21,FALSE,,,
79,26,FALSE,,,
80,33,FALSE,,,
81,21,FALSE,,,
82,23,FALSE,,,
83,13,FALSE,,,
84,19,FALSE,,,
85,21,FALSE,,,
86,21,FALSE,,,
87,23,FALSE,,,
88,25,FALSE,,,
89,27,FALSE,,,
90,24,FALSE,,,
91,18,FALSE,,,
92,20,FALSE,,,
93,18,FALSE,,,
94,34,FALSE,,,
95,24,FALSE,,,
96,19,FALSE,,,
97,32,FALSE,,,
98,17,FALSE,,,
99,7,FALSE,,,
100,11,FALSE,,,
101,12,FALSE,,,
102,32,FALSE,,,
103,34,FALSE,,,
104,66,FALSE,,,
105,16,FALSE,,,
106,14,FALSE,,,
107,17,FALSE,,,
108,4,FALSE,,,
109,25,FALSE,,,
110,27,FALSE,,,
111,20,FALSE,,,
112,17,FALSE,,,
113,12,FALSE,,,
114,15,FALSE,,,
115,23,FALSE,,,
116,9,FALSE,,,
117,25,FALSE,,,
118,28,FALSE,,,
119,18,FALSE,,,
