Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,962,FALSE,,,
1,740,FALSE,,,
2,824,FALSE,,,
3,811,FALSE,,,
4,791,FALSE,,,
5,782,FALSE,,,
6,901,FALSE,,,
7,739,FALSE,,,
8,755,FALSE,,,
9,704,FALSE,,,
10,700,FALSE,,,
11,641,FALSE,,,
12,874,FALSE,,,
13,599,FALSE,,,
14,768,FALSE,,,
15,750,FALSE,,,
16,696,FALSE,,,
17,729,FALSE,,,
18,806,FALSE,,,
19,678,FALSE,,,
20,675,FALSE,,,
21,679,FALSE,,,
22,619,FALSE,,,
23,672,FALSE,,,
24,743,FALSE,,,
25,600,FALSE,,,
26,717,FALSE,,,
27,657,FALSE,,,
28,728,FALSE,,,
29,615,FALSE,,,
30,653,FALSE,,,
31,693,FALSE,,,
32,655,FALSE,,,
33,662,FALSE,,,
34,614,FALSE,,,
35,619,FALSE,,,
36,660,FALSE,,,
37,598,FALSE,,,
38,648,FALSE,,,
39,598,FALSE,,,
40,677,FALSE,,,
41,672,FALSE,,,
42,696,FALSE,,,
43,689,FALSE,,,
44,563,FALSE,,,
45,596,FALSE,,,
46,562,FALSE,,,
47,545,FALSE,,,
48,618,FALSE,,,
49,514,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
50,651,FALSE,,,
51,561,FALSE,,,
52,567,FALSE,,,
53,664,FALSE,,,
54,639,FALSE,,,
55,654,FALSE,,,
56,614,FALSE,,,
57,537,FALSE,,,
58,563,FALSE,,,
59,582,FALSE,,,
60,672,FALSE,,,
61,614,FALSE,,,
62,624,FALSE,,,
63,580,FALSE,,,
64,609,FALSE,,,
65,593,FALSE,,,
66,694,FALSE,,,
67,676,FALSE,,,
68,647,FALSE,,,
69,738,FALSE,,,
70,656,FALSE,,,
71,659,FALSE,,,
72,711,FALSE,,,
73,623,FALSE,,,
74,719,FALSE,,,
75,687,FALSE,,,
76,734,FALSE,,,
77,639,FALSE,,,
78,614,FALSE,,,
79,679,FALSE,,,
80,699,FALSE,,,
81,669,FALSE,,,
82,560,FALSE,,,
83,657,FALSE,,,
84,749,FALSE,,,
85,580,FALSE,,,
86,713,FALSE,,,
87,708,FALSE,,,
88,693,FALSE,,,
89,629,FALSE,,,
90,629,FALSE,,,
91,733,FALSE,,,
92,682,FALSE,,,
93,742,FALSE,,,
94,667,FALSE,,,
95,693,FALSE,,,
96,752,FALSE,,,
97,623,FALSE,,,
98,708,FALSE,,,
99,686,FALSE,,,
100,705,FALSE,,,
101,663,FALSE,,,
102,680,FALSE,,,
103,644,FALSE,,,
104,651,FALSE,,,
105,698,FALSE,,,
106,652,FALSE,,,
107,660,FALSE,,,
108,616,FALSE,,,
109,565,FALSE,,,
110,679,FALSE,,,
111,594,FALSE,,,
112,637,FALSE,,,
113,610,FALSE,,,
114,682,FALSE,,,
115,702,FALSE,,,
116,624,FALSE,,,
117,678,FALSE,,,
118,580,FALSE,,,
119,687,FALSE,,,
