Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,56,FALSE,,,
1,46,FALSE,,,
2,60,FALSE,,,
3,69,FALSE,,,
4,57,FALSE,,,
5,50,FALSE,,,
6,62,FALSE,,,
7,57,FALSE,,,
8,69,FALSE,,,
9,62,FALSE,,,
10,56,FALSE,,,
11,55,FALSE,,,
12,45,FALSE,,,
13,54,FALSE,,,
14,43,FALSE,,,
15,53,FALSE,,,
16,52,FALSE,,,
17,48,FALSE,,,
18,45,FALSE,,,
19,53,FALSE,,,
20,51,FALSE,,,
21,61,FALSE,,,
22,48,FALSE,,,
23,61,FALSE,,,
24,40,FALSE,,,
25,51,FALSE,,,
26,47,FALSE,,,
27,54,FALSE,,,
28,48,FALSE,,,
29,50,FALSE,,,
30,44,FALSE,,,
31,47,FALSE,,,
32,49,FALSE,,,
33,54,FALSE,,,
34,63,FALSE,,,
35,68,FALSE,,,
36,59,FALSE,,,
37,68,FALSE,,,
38,63,FALSE,,,
39,76,FALSE,,,
40,56,FALSE,,,
41,51,FALSE,,,
42,52,FALSE,,,
43,76,FALSE,,,
44,63,FALSE,,,
45,61,FALSE,,,
46,63,FALSE,,,
47,62,FALSE,,,
48,58,FALSE,,,
49,47,FALSE,,,
50,55,FALSE,,,
51,61,FALSE,,,
52,61,FALSE,,,
53,62,FALSE,,,
54,44,FALSE,,,
55,63,FALSE,,,
56,46,FALSE,,,
57,58,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
58,51,FALSE,,,
59,48,FALSE,,,
60,49,FALSE,,,
61,51,FALSE,,,
62,55,FALSE,,,
63,44,FALSE,,,
64,49,FALSE,,,
65,39,FALSE,,,
66,33,FALSE,,,
67,38,FALSE,,,
68,37,FALSE,,,
69,33,FALSE,,,
70,32,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
71,31,FALSE,,,
72,35,FALSE,,,
73,36,FALSE,,,
74,45,FALSE,,,
75,37,FALSE,,,
76,41,FALSE,,,
77,44,FALSE,,,
78,36,FALSE,,,
79,34,FALSE,,,
80,37,FALSE,,,
81,47,FALSE,,,
82,39,FALSE,,,
83,41,FALSE,,,
84,44,FALSE,,,
85,47,FALSE,,,
86,42,FALSE,,,
87,55,FALSE,,,
88,57,FALSE,,,
89,51,FALSE,,,
90,49,FALSE,,,
91,49,FALSE,,,
92,59,FALSE,,,
93,68,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
94,59,FALSE,,,
95,53,FALSE,,,
96,32,FALSE,,,
97,45,FALSE,,,
98,37,FALSE,,,
99,40,FALSE,,,
100,44,FALSE,,,
101,35,FALSE,,,
102,42,FALSE,,,
103,34,FALSE,,,
104,24,FALSE,,,
105,31,FALSE,,,
106,20,FALSE,,,
107,34,FALSE,,,
108,22,FALSE,,,
109,27,FALSE,,,
110,15,FALSE,,,
111,19,FALSE,,,
112,20,FALSE,,,
113,24,FALSE,,,
114,28,FALSE,,,
115,31,FALSE,,,
116,37,FALSE,,,
117,35,FALSE,,,
118,31,FALSE,,,
119,0,FALSE,,,
