Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,22,FALSE,,,
1,13,FALSE,,,
2,7,FALSE,,,
3,12,FALSE,,,
4,10,FALSE,,,
5,6,FALSE,,,
6,4,FALSE,,,
7,9,FALSE,,,
8,2,FALSE,,,
9,10,FALSE,,,
10,11,FALSE,,,
11,11,FALSE,,,
12,144,FALSE,,,
13,7,FALSE,,,
14,7,FALSE,,,
15,10,FALSE,,,
16,12,FALSE,,,
17,11,FALSE,,,
18,11,FALSE,,,
19,8,FALSE,,,
20,7,FALSE,,,
21,8,FALSE,,,
22,13,FALSE,,,
23,9,FALSE,,,
24,7,FALSE,,,
25,10,FALSE,,,
26,8,FALSE,,,
27,3,FALSE,,,
28,15,FALSE,,,
29,13,FALSE,,,
30,20,FALSE,,,
31,13,FALSE,,,
32,7,FALSE,,,
33,8,FALSE,,,
34,9,FALSE,,,
35,17,FALSE,,,
36,14,FALSE,,,
37,7,FALSE,,,
38,3,FALSE,,,
39,11,FALSE,,,
40,8,FALSE,,,
41,6,FALSE,,,
42,11,FALSE,,,
43,22,FALSE,,,
44,4,FALSE,,,
45,7,FALSE,,,
46,3,FALSE,,,
47,3,FALSE,,,
48,7,FALSE,,,
49,18,FALSE,,,
50,11,FALSE,,,
51,7,FALSE,,,
52,9,FALSE,,,
53,12,FALSE,,,
54,13,FALSE,,,
55,6,FALSE,,,
56,11,FALSE,,,
57,12,FALSE,,,
58,14,FALSE,,,
59,6,FALSE,,,
60,19,FALSE,,,
61,5,FALSE,,,
62,9,FALSE,,,
63,7,FALSE,,,
64,15,FALSE,,,
65,19,FALSE,,,
66,12,FALSE,,,
67,10,FALSE,,,
68,3,FALSE,,,
69,5,FALSE,,,
70,12,FALSE,,,
71,50,FALSE,,,
72,8,FALSE,,,
73,13,FALSE,,,
74,13,FALSE,,,
75,8,FALSE,,,
76,7,FALSE,,,
77,11,FALSE,,,
78,7,FALSE,,,
79,13,FALSE,,,
80,9,FALSE,,,
81,17,FALSE,,,
82,10,FALSE,,,
83,18,FALSE,,,
84,14,FALSE,,,
85,12,FALSE,,,
86,13,FALSE,,,
87,14,FALSE,,,
88,18,FALSE,,,
89,14,FALSE,,,
90,14,FALSE,,,
91,26,FALSE,,,
92,15,FALSE,,,
93,14,FALSE,,,
94,15,FALSE,,,
95,12,FALSE,,,
96,10,FALSE,,,
97,4,FALSE,,,
98,7,FALSE,,,
99,8,FALSE,,,
100,23,FALSE,,,
101,15,FALSE,,,
102,33,FALSE,,,
103,8,FALSE,,,
104,4,FALSE,,,
105,20,FALSE,,,
106,17,FALSE,,,
107,5,FALSE,,,
108,11,FALSE,,,
109,14,FALSE,,,
110,7,FALSE,,,
111,9,FALSE,,,
112,21,FALSE,,,
113,17,FALSE,,,
114,16,FALSE,,,
115,10,FALSE,,,
116,17,FALSE,,,
117,12,FALSE,,,
118,9,FALSE,,,
119,21,FALSE,,,
