Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,966,FALSE,,,
1,806,FALSE,,,
2,951,FALSE,,,
3,896,FALSE,,,
4,958,FALSE,,,
5,926,FALSE,,,
6,942,FALSE,,,
7,953,FALSE,,,
8,918,FALSE,,,
9,982,FALSE,,,
10,864,FALSE,,,
11,931,FALSE,,,
12,879,FALSE,,,
13,744,FALSE,,,
14,853,FALSE,,,
15,906,FALSE,,,
16,912,FALSE,,,
17,929,FALSE,,,
18,931,FALSE,,,
19,889,FALSE,,,
20,897,FALSE,,,
21,826,FALSE,,,
22,773,FALSE,,,
23,845,FALSE,,,
24,910,FALSE,,,
25,766,FALSE,,,
26,903,FALSE,,,
27,847,FALSE,,,
28,894,FALSE,,,
29,793,FALSE,,,
30,871,FALSE,,,
31,910,FALSE,,,
32,858,FALSE,,,
33,880,FALSE,,,
34,832,FALSE,,,
35,858,FALSE,,,
36,817,FALSE,,,
37,713,FALSE,,,
38,797,FALSE,,,
39,789,FALSE,,,
40,889,FALSE,,,
41,821,FALSE,,,
42,882,FALSE,,,
43,908,FALSE,,,
44,875,FALSE,,,
45,883,FALSE,,,
46,914,FALSE,,,
47,828,FALSE,,,
48,871,FALSE,,,
49,834,FALSE,,,
50,919,FALSE,,,
51,836,FALSE,,,
52,933,FALSE,,,
53,846,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
54,929,FALSE,,,
55,952,FALSE,,,
56,933,FALSE,,,
57,908,FALSE,,,
58,865,FALSE,,,
59,937,FALSE,,,
60,1096,FALSE,,,
61,868,FALSE,,,
62,1016,FALSE,,,
63,971,FALSE,,,
64,967,FALSE,,,
65,982,FALSE,,,
66,1059,FALSE,,,
67,1045,FALSE,,,
68,1012,FALSE,,,
69,865,FALSE,,,
70,888,FALSE,,,
71,966,FALSE,,,
72,1001,FALSE,,,
73,850,FALSE,,,
74,891,FALSE,,,
75,972,FALSE,,,
76,1016,FALSE,,,
77,1030,FALSE,,,
78,1082,FALSE,,,
79,978,FALSE,,,
80,1018,FALSE,,,
81,1011,FALSE,,,
82,946,FALSE,,,
83,1003,FALSE,,,
84,914,FALSE,,,
85,860,FALSE,,,
86,1082,FALSE,,,
87,1043,FALSE,,,
88,1017,FALSE,,,
89,992,FALSE,,,
90,1049,FALSE,,,
91,1073,FALSE,,,
92,1072,FALSE,,,
93,998,FALSE,,,
94,1010,FALSE,,,
95,987,FALSE,,,
96,1000,FALSE,,,
97,864,FALSE,,,
98,992,FALSE,,,
99,1023,FALSE,,,
100,1027,FALSE,,,
101,1002,FALSE,,,
102,1049,FALSE,,,
103,1105,FALSE,,,
104,1065,FALSE,,,
105,1057,FALSE,,,
106,1009,FALSE,,,
107,1010,FALSE,,,
108,1067,FALSE,,,
109,905,FALSE,,,
110,1051,FALSE,,,
111,1002,FALSE,,,
112,1027,FALSE,,,
113,957,FALSE,,,
114,1150,FALSE,,,
115,1085,FALSE,,,
116,1077,FALSE,,,
117,982,FALSE,,,
118,961,FALSE,,,
119,1014,FALSE,,,
