Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,24,FALSE,,,
1,79,FALSE,,,
2,28,FALSE,,,
3,20,FALSE,,,
4,24,FALSE,,,
5,31,FALSE,,,
6,28,FALSE,,,
7,33,FALSE,,,
8,22,FALSE,,,
9,17,FALSE,,,
10,14,FALSE,,,
11,18,FALSE,,,
12,27,FALSE,,,
13,23,FALSE,,,
14,28,FALSE,,,
15,18,FALSE,,,
16,19,FALSE,,,
17,19,FALSE,,,
18,14,FALSE,,,
19,24,FALSE,,,
20,29,FALSE,,,
21,27,FALSE,,,
22,23,FALSE,,,
23,26,FALSE,,,
24,34,FALSE,,,
25,23,FALSE,,,
26,19,FALSE,,,
27,10,FALSE,,,
28,19,FALSE,,,
29,17,FALSE,,,
30,22,FALSE,,,
31,78,FALSE,,,
32,21,FALSE,,,
33,11,FALSE,,,
34,28,FALSE,,,
35,18,FALSE,,,
36,23,FALSE,,,
37,17,FALSE,,,
38,16,FALSE,,,
39,16,FALSE,,,
40,25,FALSE,,,
41,21,FALSE,,,
42,26,FALSE,,,
43,21,FALSE,,,
44,27,FALSE,,,
45,34,FALSE,,,
46,33,FALSE,,,
47,34,FALSE,,,
48,24,FALSE,,,
49,22,FALSE,,,
50,33,FALSE,,,
51,29,FALSE,,,
52,22,FALSE,,,
53,33,FALSE,,,
54,37,FALSE,,,
55,27,FALSE,,,
56,21,FALSE,,,
57,23,FALSE,,,
58,20,FALSE,,,
59,22,FALSE,,,
60,20,FALSE,,,
61,29,FALSE,,,
62,83,FALSE,,,
63,18,FALSE,,,
64,36,FALSE,,,
65,26,FALSE,,,
66,26,FALSE,,,
67,15,FALSE,,,
68,22,FALSE,,,
69,42,FALSE,,,
70,24,FALSE,,,
71,26,FALSE,,,
72,21,FALSE,,,
73,26,FALSE,,,
74,23,FALSE,,,
75,15,FALSE,,,
76,30,FALSE,,,
77,26,FALSE,,,
78,34,FALSE,,,
79,36,FALSE,,,
80,27,FALSE,,,
81,24,FALSE,,,
82,17,FALSE,,,
83,16,FALSE,,,
84,24,FALSE,,,
85,16,FALSE,,,
86,26,FALSE,,,
87,26,FALSE,,,
88,33,FALSE,,,
89,14,FALSE,,,
90,27,FALSE,,,
91,19,FALSE,,,
92,16,FALSE,,,
93,80,FALSE,,,
94,27,FALSE,,,
95,19,FALSE,,,
96,18,FALSE,,,
97,22,FALSE,,,
98,15,FALSE,,,
99,31,FALSE,,,
100,27,FALSE,,,
101,29,FALSE,,,
102,31,FALSE,,,
103,18,FALSE,,,
104,35,FALSE,,,
105,22,FALSE,,,
106,23,FALSE,,,
107,33,FALSE,,,
108,33,FALSE,,,
109,25,FALSE,,,
110,22,FALSE,,,
111,29,FALSE,,,
112,31,FALSE,,,
113,20,FALSE,,,
114,31,FALSE,,,
115,26,FALSE,,,
116,13,FALSE,,,
117,25,FALSE,,,
118,27,FALSE,,,
119,22,FALSE,,,
