Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,614,FALSE,,,
1,473,FALSE,,,
2,612,FALSE,,,
3,562,FALSE,,,
4,610,FALSE,,,
5,679,FALSE,,,
6,635,FALSE,,,
7,614,FALSE,,,
8,569,FALSE,,,
9,668,FALSE,,,
10,523,FALSE,,,
11,587,FALSE,,,
12,622,FALSE,,,
13,611,FALSE,,,
14,612,FALSE,,,
15,583,FALSE,,,
16,566,FALSE,,,
17,611,FALSE,,,
18,580,FALSE,,,
19,614,FALSE,,,
20,578,FALSE,,,
21,609,FALSE,,,
22,602,FALSE,,,
23,587,FALSE,,,
24,587,FALSE,,,
25,596,FALSE,,,
26,634,FALSE,,,
27,689,FALSE,,,
28,753,FALSE,,,
29,820,FALSE,,,
30,724,FALSE,,,
31,740,FALSE,,,
32,644,FALSE,,,
33,649,FALSE,,,
34,610,FALSE,,,
35,638,FALSE,,,
36,551,FALSE,,,
37,529,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
38,623,FALSE,,,
39,598,FALSE,,,
40,681,FALSE,,,
41,668,FALSE,,,
42,683,FALSE,,,
43,730,FALSE,,,
44,611,FALSE,,,
45,655,FALSE,,,
46,646,FALSE,,,
47,623,FALSE,,,
48,717,FALSE,,,
49,594,FALSE,,,
50,623,FALSE,,,
51,656,FALSE,,,
52,653,FALSE,,,
53,703,FALSE,,,
54,775,FALSE,,,
55,801,FALSE,,,
56,717,FALSE,,,
57,724,FALSE,,,
58,642,FALSE,,,
59,802,FALSE,,,
60,814,FALSE,,,
61,793,FALSE,,,
62,898,FALSE,,,
63,766,FALSE,,,
64,798,FALSE,,,
65,863,FALSE,,,
66,909,FALSE,,,
67,885,FALSE,,,
68,886,FALSE,,,
69,928,FALSE,,,
70,915,FALSE,,,
71,929,FALSE,,,
72,864,FALSE,,,
73,784,FALSE,,,
74,852,FALSE,,,
75,919,FALSE,,,
76,974,FALSE,,,
77,931,FALSE,,,
78,942,FALSE,,,
79,975,FALSE,,,
80,916,FALSE,,,
81,936,FALSE,,,
82,898,FALSE,,,
83,965,FALSE,,,
84,964,FALSE,,,
85,836,FALSE,,,
86,934,FALSE,,,
87,908,FALSE,,,
88,971,FALSE,,,
89,1108,FALSE,,,
90,1067,FALSE,,,
91,996,FALSE,,,
92,965,FALSE,,,
93,1116,FALSE,,,
94,1053,FALSE,,,
95,1029,FALSE,,,
96,1024,FALSE,,,
97,908,FALSE,,,
98,1125,FALSE,,,
99,1048,FALSE,,,
100,1073,FALSE,,,
101,1132,FALSE,,,
102,1145,FALSE,,,
103,1181,FALSE,,,
104,1079,FALSE,,,
105,1183,FALSE,,,
106,1109,FALSE,,,
107,1217,FALSE,,,
108,1127,FALSE,,,
109,973,FALSE,,,
110,1069,FALSE,,,
111,1115,FALSE,,,
112,1157,FALSE,,,
113,1217,FALSE,,,
114,1179,FALSE,,,
115,1245,FALSE,,,
116,1134,FALSE,,,
117,1110,FALSE,,,
118,1097,FALSE,,,
119,1183,FALSE,,,
