Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,1059,FALSE,,,
1,842,FALSE,,,
2,990,FALSE,,,
3,870,FALSE,,,
4,889,FALSE,,,
5,872,FALSE,,,
6,884,FALSE,,,
7,830,FALSE,,,
8,904,FALSE,,,
9,844,FALSE,,,
10,726,FALSE,,,
11,856,FALSE,,,
12,929,FALSE,,,
13,719,FALSE,,,
14,872,FALSE,,,
15,869,FALSE,,,
16,859,FALSE,,,
17,943,FALSE,,,
18,917,FALSE,,,
19,883,FALSE,,,
20,852,FALSE,,,
21,944,FALSE,,,
22,879,FALSE,,,
23,887,FALSE,,,
24,994,FALSE,,,
25,788,FALSE,,,
26,887,FALSE,,,
27,858,FALSE,,,
28,882,FALSE,,,
29,887,FALSE,,,
30,849,FALSE,,,
31,932,FALSE,,,
32,934,FALSE,,,
33,889,FALSE,,,
34,798,FALSE,,,
35,907,FALSE,,,
36,956,FALSE,,,
37,763,FALSE,,,
38,874,FALSE,,,
39,832,FALSE,,,
40,885,FALSE,,,
41,868,FALSE,,,
42,898,FALSE,,,
43,931,FALSE,,,
44,889,FALSE,,,
45,873,FALSE,,,
46,732,FALSE,,,
47,800,FALSE,,,
48,846,FALSE,,,
49,796,FALSE,,,
50,837,FALSE,,,
51,834,FALSE,,,
52,888,FALSE,,,
53,854,FALSE,,,
54,862,FALSE,,,
55,847,FALSE,,,
56,813,FALSE,,,
57,851,FALSE,,,
58,758,FALSE,,,
59,791,FALSE,,,
60,889,FALSE,,,
61,749,FALSE,,,
62,914,FALSE,,,
63,822,FALSE,,,
64,884,FALSE,,,
65,856,TRUE,mean,0.8,"Manual evaluation - media change point"
66,914,FALSE,,,
67,940,FALSE,,,
68,939,FALSE,,,
69,952,FALSE,,,
70,892,FALSE,,,
71,903,FALSE,,,
72,978,FALSE,,,
73,870,FALSE,,,
74,940,FALSE,,,
75,880,FALSE,,,
76,999,FALSE,,,
77,862,FALSE,,,
78,939,FALSE,,,
79,973,FALSE,,,
80,893,FALSE,,,
81,976,FALSE,,,
82,861,FALSE,,,
83,917,FALSE,,,
84,1044,FALSE,,,
85,752,FALSE,,,
86,975,FALSE,,,
87,975,FALSE,,,
88,919,FALSE,,,
89,867,FALSE,,,
90,937,FALSE,,,
91,845,FALSE,,,
92,888,FALSE,,,
93,943,FALSE,,,
94,909,FALSE,,,
95,837,FALSE,,,
96,968,FALSE,,,
97,765,FALSE,,,
98,927,FALSE,,,
99,803,FALSE,,,
100,889,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
101,889,FALSE,,,
102,877,FALSE,,,
103,864,FALSE,,,
104,814,FALSE,,,
105,852,FALSE,,,
106,791,FALSE,,,
107,769,FALSE,,,
108,830,FALSE,,,
109,670,FALSE,,,
110,868,FALSE,,,
111,721,FALSE,,,
112,801,FALSE,,,
113,742,FALSE,,,
114,814,FALSE,,,
115,829,FALSE,,,
116,720,FALSE,,,
117,735,FALSE,,,
118,743,FALSE,,,
119,726,FALSE,,,
