Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,95,FALSE,,,
1,133,FALSE,,,
2,119,FALSE,,,
3,125,FALSE,,,
4,126,FALSE,,,
5,148,FALSE,,,
6,147,FALSE,,,
7,120,FALSE,,,
8,135,FALSE,,,
9,131,FALSE,,,
10,123,FALSE,,,
11,101,FALSE,,,
12,101,TRUE,mean,0.8,"Manual evaluation - media change point"
13,132,FALSE,,,
14,151,FALSE,,,
15,162,FALSE,,,
16,165,FALSE,,,
17,150,FALSE,,,
18,170,FALSE,,,
19,188,FALSE,,,
20,169,FALSE,,,
21,180,FALSE,,,
22,138,FALSE,,,
23,172,FALSE,,,
24,159,FALSE,,,
25,154,FALSE,,,
26,160,FALSE,,,
27,186,FALSE,,,
28,177,FALSE,,,
29,173,FALSE,,,
30,164,FALSE,,,
31,159,FALSE,,,
32,163,FALSE,,,
33,198,FALSE,,,
34,162,FALSE,,,
35,145,FALSE,,,
36,142,FALSE,,,
37,148,FALSE,,,
38,139,FALSE,,,
39,158,FALSE,,,
40,148,FALSE,,,
41,134,FALSE,,,
42,163,FALSE,,,
43,151,FALSE,,,
44,145,FALSE,,,
45,164,FALSE,,,
46,162,FALSE,,,
47,145,FALSE,,,
48,164,FALSE,,,
49,163,FALSE,,,
50,140,FALSE,,,
51,154,FALSE,,,
52,146,FALSE,,,
53,128,FALSE,,,
54,163,FALSE,,,
55,147,FALSE,,,
56,148,FALSE,,,
57,157,FALSE,,,
58,143,FALSE,,,
59,110,FALSE,,,
60,146,FALSE,,,
61,123,FALSE,,,
62,110,FALSE,,,
63,80,TRUE,mean,0.8,"Manual evaluation - media change point"
64,92,FALSE,,,
65,76,FALSE,,,
66,77,FALSE,,,
67,95,FALSE,,,
68,59,FALSE,,,
69,78,FALSE,,,
70,72,FALSE,,,
71,70,FALSE,,,
72,79,FALSE,,,
73,104,FALSE,,,
74,86,FALSE,,,
75,85,FALSE,,,
76,69,FALSE,,,
77,98,FALSE,,,
78,108,FALSE,,,
79,95,FALSE,,,
80,93,FALSE,,,
81,95,FALSE,,,
82,107,FALSE,,,
83,93,FALSE,,,
84,100,FALSE,,,
85,107,FALSE,,,
86,110,FALSE,,,
87,109,FALSE,,,
88,112,FALSE,,,
89,104,FALSE,,,
90,115,FALSE,,,
91,132,FALSE,,,
92,133,FALSE,,,
93,141,FALSE,,,
94,118,FALSE,,,
95,104,FALSE,,,
96,112,FALSE,,,
97,85,FALSE,,,
98,114,FALSE,,,
99,110,FALSE,,,
100,91,FALSE,,,
101,97,FALSE,,,
102,96,FALSE,,,
103,112,FALSE,,,
104,94,FALSE,,,
105,116,FALSE,,,
106,71,FALSE,,,
107,75,FALSE,,,
108,93,FALSE,,,
109,76,FALSE,,,
110,118,FALSE,,,
111,96,FALSE,,,
112,85,FALSE,,,
113,81,FALSE,,,
114,105,FALSE,,,
115,86,FALSE,,,
116,91,FALSE,,,
117,112,FALSE,,,
118,105,FALSE,,,
119,0,FALSE,,,
