Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,5,FALSE,,,
1,9,FALSE,,,
2,4,FALSE,,,
3,6,FALSE,,,
4,4,FALSE,,,
5,7,FALSE,,,
6,7,FALSE,,,
7,4,FALSE,,,
8,7,FALSE,,,
9,5,FALSE,,,
10,3,FALSE,,,
11,6,FALSE,,,
12,4,FALSE,,,
13,6,FALSE,,,
14,9,FALSE,,,
15,8,FALSE,,,
16,14,FALSE,,,
17,9,FALSE,,,
18,6,FALSE,,,
19,6,FALSE,,,
20,14,FALSE,,,
21,8,FALSE,,,
22,8,FALSE,,,
23,7,FALSE,,,
24,7,FALSE,,,
25,8,FALSE,,,
26,11,FALSE,,,
27,4,FALSE,,,
28,8,FALSE,,,
29,13,FALSE,,,
30,14,FALSE,,,
31,10,FALSE,,,
32,9,FALSE,,,
33,5,FALSE,,,
34,7,FALSE,,,
35,12,FALSE,,,
36,9,FALSE,,,
37,6,FALSE,,,
38,11,FALSE,,,
39,8,FALSE,,,
40,4,FALSE,,,
41,7,FALSE,,,
42,4,FALSE,,,
43,9,FALSE,,,
44,6,FALSE,,,
45,7,FALSE,,,
46,6,FALSE,,,
47,4,FALSE,,,
48,8,FALSE,,,
49,6,FALSE,,,
50,12,FALSE,,,
51,5,FALSE,,,
52,7,FALSE,,,
53,5,FALSE,,,
54,4,FALSE,,,
55,9,FALSE,,,
56,9,FALSE,,,
57,6,FALSE,,,
58,7,FALSE,,,
59,6,FALSE,,,
60,8,FALSE,,,
61,4,FALSE,,,
62,3,FALSE,,,
63,1,TRUE,mean,0.8,"Manual evaluation - media change point"
64,3,FALSE,,,
65,3,FALSE,,,
66,5,FALSE,,,
67,0,FALSE,,,
68,5,FALSE,,,
69,5,FALSE,,,
70,4,FALSE,,,
71,4,FALSE,,,
72,8,FALSE,,,
73,6,FALSE,,,
74,3,FALSE,,,
75,6,FALSE,,,
76,4,FALSE,,,
77,6,FALSE,,,
78,5,FALSE,,,
79,2,FALSE,,,
80,6,FALSE,,,
81,10,FALSE,,,
82,9,FALSE,,,
83,6,FALSE,,,
84,6,FALSE,,,
85,9,FALSE,,,
86,5,FALSE,,,
87,8,FALSE,,,
88,12,FALSE,,,
89,6,FALSE,,,
90,6,FALSE,,,
91,9,FALSE,,,
92,3,FALSE,,,
93,9,FALSE,,,
94,5,FALSE,,,
95,6,FALSE,,,
96,7,FALSE,,,
97,5,FALSE,,,
98,9,FALSE,,,
99,3,FALSE,,,
100,8,FALSE,,,
101,2,FALSE,,,
102,7,FALSE,,,
103,5,FALSE,,,
104,7,FALSE,,,
105,1,TRUE,mean,0.8,"Manual evaluation - media change point"
106,4,FALSE,,,
107,4,FALSE,,,
108,4,FALSE,,,
109,4,FALSE,,,
110,3,FALSE,,,
111,5,FALSE,,,
112,10,FALSE,,,
113,3,FALSE,,,
114,7,FALSE,,,
115,10,FALSE,,,
116,10,FALSE,,,
117,5,FALSE,,,
118,6,FALSE,,,
119,0,FALSE,,,
