Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,45,FALSE,,,
1,66,FALSE,,,
2,56,FALSE,,,
3,65,FALSE,,,
4,57,FALSE,,,
5,54,FALSE,,,
6,62,FALSE,,,
7,78,FALSE,,,
8,66,FALSE,,,
9,54,FALSE,,,
10,66,FALSE,,,
11,72,FALSE,,,
12,64,FALSE,,,
13,60,FALSE,,,
14,54,FALSE,,,
15,76,FALSE,,,
16,71,FALSE,,,
17,68,FALSE,,,
18,71,FALSE,,,
19,57,FALSE,,,
20,62,FALSE,,,
21,67,FALSE,,,
22,49,FALSE,,,
23,51,FALSE,,,
24,38,FALSE,,,
25,50,FALSE,,,
26,61,FALSE,,,
27,53,FALSE,,,
28,48,FALSE,,,
29,55,FALSE,,,
30,42,FALSE,,,
31,57,FALSE,,,
32,53,FALSE,,,
33,75,FALSE,,,
34,65,FALSE,,,
35,41,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
36,52,FALSE,,,
37,57,FALSE,,,
38,54,FALSE,,,
39,58,FALSE,,,
40,53,FALSE,,,
41,48,FALSE,,,
42,62,FALSE,,,
43,50,FALSE,,,
44,66,FALSE,,,
45,79,FALSE,,,
46,63,FALSE,,,
47,64,FALSE,,,
48,61,FALSE,,,
49,69,FALSE,,,
50,76,FALSE,,,
51,53,FALSE,,,
52,68,FALSE,,,
53,59,FALSE,,,
54,84,FALSE,,,
55,83,FALSE,,,
56,78,FALSE,,,
57,82,FALSE,,,
58,74,FALSE,,,
59,67,FALSE,,,
60,62,FALSE,,,
61,74,FALSE,,,
62,77,FALSE,,,
63,50,FALSE,,,
64,49,FALSE,,,
65,74,TRUE,mean,0.8,"Manual evaluation - media change point"
66,73,FALSE,,,
67,54,FALSE,,,
68,54,FALSE,,,
69,51,FALSE,,,
70,43,FALSE,,,
71,44,FALSE,,,
72,43,FALSE,,,
73,42,FALSE,,,
74,55,FALSE,,,
75,45,FALSE,,,
76,55,FALSE,,,
77,55,FALSE,,,
78,61,FALSE,,,
79,53,FALSE,,,
80,51,FALSE,,,
81,38,FALSE,,,
82,56,FALSE,,,
83,53,FALSE,,,
84,55,FALSE,,,
85,54,FALSE,,,
86,76,TRUE,trend,0.8,"Manual evaluation - tendencia change point"
87,58,FALSE,,,
88,74,FALSE,,,
89,74,FALSE,,,
90,67,FALSE,,,
91,70,FALSE,,,
92,72,FALSE,,,
93,70,FALSE,,,
94,48,FALSE,,,
95,65,FALSE,,,
96,63,FALSE,,,
97,59,FALSE,,,
98,42,FALSE,,,
99,56,FALSE,,,
100,42,FALSE,,,
101,56,FALSE,,,
102,43,FALSE,,,
103,46,FALSE,,,
104,52,FALSE,,,
105,51,FALSE,,,
106,37,FALSE,,,
107,35,FALSE,,,
108,20,FALSE,,,
109,36,FALSE,,,
110,43,FALSE,,,
111,42,FALSE,,,
112,45,FALSE,,,
113,50,FALSE,,,
114,38,FALSE,,,
115,53,FALSE,,,
116,42,FALSE,,,
117,27,FALSE,,,
118,23,FALSE,,,
119,0,FALSE,,,
