Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,2,FALSE,,,
1,3,FALSE,,,
2,7,FALSE,,,
3,3,FALSE,,,
4,5,FALSE,,,
5,7,FALSE,,,
6,6,FALSE,,,
7,4,FALSE,,,
8,2,FALSE,,,
9,10,FALSE,,,
10,3,FALSE,,,
11,4,FALSE,,,
12,1,FALSE,,,
13,6,FALSE,,,
14,3,FALSE,,,
15,5,FALSE,,,
16,4,FALSE,,,
17,0,FALSE,,,
18,2,FALSE,,,
19,10,FALSE,,,
20,6,FALSE,,,
21,6,FALSE,,,
22,5,FALSE,,,
23,8,FALSE,,,
24,6,FALSE,,,
25,4,FALSE,,,
26,5,FALSE,,,
27,7,FALSE,,,
28,2,FALSE,,,
29,4,FALSE,,,
30,2,FALSE,,,
31,7,FALSE,,,
32,2,FALSE,,,
33,4,FALSE,,,
34,1,FALSE,,,
35,2,FALSE,,,
36,3,FALSE,,,
37,2,FALSE,,,
38,2,FALSE,,,
39,0,FALSE,,,
40,1,FALSE,,,
41,1,FALSE,,,
42,5,FALSE,,,
43,3,FALSE,,,
44,5,FALSE,,,
45,7,FALSE,,,
46,8,FALSE,,,
47,1,FALSE,,,
48,5,FALSE,,,
49,18,FALSE,,,
50,2,FALSE,,,
51,9,FALSE,,,
52,9,FALSE,,,
53,5,FALSE,,,
54,11,FALSE,,,
55,2,FALSE,,,
56,10,FALSE,,,
57,3,FALSE,,,
58,0,FALSE,,,
59,2,FALSE,,,
60,1,FALSE,,,
61,3,FALSE,,,
62,6,FALSE,,,
63,1,FALSE,,,
64,6,FALSE,,,
65,7,FALSE,,,
66,3,FALSE,,,
67,1,FALSE,,,
68,1,FALSE,,,
69,8,FALSE,,,
70,1,FALSE,,,
71,4,FALSE,,,
72,3,FALSE,,,
73,5,FALSE,,,
74,2,FALSE,,,
75,0,FALSE,,,
76,1,FALSE,,,
77,3,FALSE,,,
78,4,FALSE,,,
79,2,FALSE,,,
80,11,FALSE,,,
81,5,FALSE,,,
82,1,FALSE,,,
83,8,FALSE,,,
84,1,FALSE,,,
85,8,FALSE,,,
86,5,FALSE,,,
87,6,FALSE,,,
88,7,FALSE,,,
89,1,FALSE,,,
90,3,FALSE,,,
91,1,FALSE,,,
92,2,FALSE,,,
93,6,FALSE,,,
94,2,FALSE,,,
95,2,FALSE,,,
96,1,FALSE,,,
97,3,FALSE,,,
98,5,FALSE,,,
99,1,FALSE,,,
100,2,FALSE,,,
101,3,FALSE,,,
102,2,FALSE,,,
103,2,FALSE,,,
104,2,FALSE,,,
105,1,FALSE,,,
106,6,FALSE,,,
107,3,FALSE,,,
108,8,FALSE,,,
109,5,FALSE,,,
110,4,FALSE,,,
111,16,FALSE,,,
112,4,FALSE,,,
113,3,FALSE,,,
114,4,FALSE,,,
115,7,FALSE,,,
116,3,FALSE,,,
117,4,FALSE,,,
118,1,FALSE,,,
119,4,FALSE,,,
