Index,Value,Is_ChangePoint,ChangePoint_Type,ChangePoint_Confidence,ChangePoint_Notes
0,154,FALSE,,,
1,204,FALSE,,,
2,162,FALSE,,,
3,152,FALSE,,,
4,174,FALSE,,,
5,222,FALSE,,,
6,144,FALSE,,,
7,165,FALSE,,,
8,187,FALSE,,,
9,164,FALSE,,,
10,181,FALSE,,,
11,151,FALSE,,,
12,191,FALSE,,,
13,172,FALSE,,,
14,160,FALSE,,,
15,175,FALSE,,,
16,175,FALSE,,,
17,182,FALSE,,,
18,202,FALSE,,,
19,183,FALSE,,,
20,128,FALSE,,,
21,158,FALSE,,,
22,163,FALSE,,,
23,167,FALSE,,,
24,150,FALSE,,,
25,214,FALSE,,,
26,175,FALSE,,,
27,155,FALSE,,,
28,150,FALSE,,,
29,160,FALSE,,,
30,152,FALSE,,,
31,150,FALSE,,,
32,190,FALSE,,,
33,214,FALSE,,,
34,139,FALSE,,,
35,155,FALSE,,,
36,161,FALSE,,,
37,173,FALSE,,,
38,162,FALSE,,,
39,186,FALSE,,,
40,181,FALSE,,,
41,168,FALSE,,,
42,179,FALSE,,,
43,165,FALSE,,,
44,175,FALSE,,,
45,184,FALSE,,,
46,157,FALSE,,,
47,177,FALSE,,,
48,153,FALSE,,,
49,141,FALSE,,,
50,151,FALSE,,,
51,155,FALSE,,,
52,155,FALSE,,,
53,156,FALSE,,,
54,169,FALSE,,,
55,154,FALSE,,,
56,123,FALSE,,,
57,165,FALSE,,,
58,158,FALSE,,,
59,153,FALSE,,,
60,140,FALSE,,,
61,150,FALSE,,,
62,158,FALSE,,,
63,154,FALSE,,,
64,130,FALSE,,,
65,142,FALSE,,,
66,147,FALSE,,,
67,151,FALSE,,,
68,157,FALSE,,,
69,149,FALSE,,,
70,163,FALSE,,,
71,142,FALSE,,,
72,179,FALSE,,,
73,112,FALSE,,,
74,156,FALSE,,,
75,189,FALSE,,,
76,168,FALSE,,,
77,181,FALSE,,,
78,162,FALSE,,,
79,155,FALSE,,,
80,157,FALSE,,,
81,193,FALSE,,,
82,199,FALSE,,,
83,134,FALSE,,,
84,164,FALSE,,,
85,182,FALSE,,,
86,197,FALSE,,,
87,151,FALSE,,,
88,155,FALSE,,,
89,175,FALSE,,,
90,152,FALSE,,,
91,143,FALSE,,,
92,171,FALSE,,,
93,184,FALSE,,,
94,177,FALSE,,,
95,197,FALSE,,,
96,190,FALSE,,,
97,168,FALSE,,,
98,181,FALSE,,,
99,169,FALSE,,,
100,179,FALSE,,,
101,214,FALSE,,,
102,179,FALSE,,,
103,198,FALSE,,,
104,133,FALSE,,,
105,191,FALSE,,,
106,190,FALSE,,,
107,194,FALSE,,,
108,159,FALSE,,,
109,202,FALSE,,,
110,181,FALSE,,,
111,136,FALSE,,,
112,165,FALSE,,,
113,161,FALSE,,,
114,155,FALSE,,,
115,151,FALSE,,,
116,165,FALSE,,,
117,182,FALSE,,,
118,155,FALSE,,,
119,170,FALSE,,,
